year_film,year_ceremony,ceremony,category,name,film,winner
1947,1948,20,WRITING (Screenplay),John Paxton,Crossfire,False
1947,1948,20,WRITING (Screenplay),Moss Hart,Gentleman's Agreement,False
1947,1948,20,WRITING (Screenplay),"David Lean, Anthony Havelock-Allan, Ronald Neame",Great Expectations,False
1947,1948,20,WRITING (Screenplay),George Seaton,Miracle on 34th Street,True
1947,1948,20,SPECIAL AWARD, James Baskett for his able and heart-warming characterization of Uncle Remus,,True
1947,1948,20,SPECIAL AWARD, Bill and Coo,,True
1947,1948,20,SPECIAL AWARD, Shoe-Shine - the high quality of this motion picture,,True
1947,1948,20,SPECIAL AWARD, Colonel William N. Selig,,True
1948,1949,21,ACTOR,Lew Ayres,Johnny Belinda,False
1948,1949,21,ACTOR,Montgomery Clift,The Search,False
1948,1949,21,ACTOR,Dan Dailey,When My Baby Smiles at Me,False
1948,1949,21,ACTOR,Laurence Olivier,Hamlet,True
1948,1949,21,ACTOR,Clifton Webb,Sitting Pretty,False
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Charles Bickford,Johnny Belinda,False
1948,1949,21,ACTOR IN A SUPPORTING ROLE,José Ferrer,Joan of Arc,False
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Oscar Homolka,I Remember Mama,False
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Walter Huston,The Treasure of the Sierra Madre,True
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,The Luck of the Irish,False
1948,1949,21,ACTRESS,Ingrid Bergman,Joan of Arc,False
1948,1949,21,ACTRESS,Olivia de Havilland,The Snake Pit,False
1948,1949,21,ACTRESS,Irene Dunne,I Remember Mama,False
1948,1949,21,ACTRESS,Barbara Stanwyck,"Sorry, Wrong Number",False
1948,1949,21,ACTRESS,Jane Wyman,Johnny Belinda,True
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Barbara Bel Geddes,I Remember Mama,False
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Ellen Corby,I Remember Mama,False
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,Johnny Belinda,False
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Jean Simmons,Hamlet,False
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Key Largo,True
1948,1949,21,ART DIRECTION (Black-and-White),Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,Hamlet,True
1948,1949,21,ART DIRECTION (Black-and-White),Art Direction:  Robert Haas;  Set Decoration:  William Wallace,Johnny Belinda,False
1948,1949,21,ART DIRECTION (Color),"Art Direction:  Richard Day;  Set Decoration:  Edwin Casey Roberts, Joseph Kish",Joan of Arc,False
1948,1949,21,ART DIRECTION (Color),Art Direction:  Hein Heckroth;  Set Decoration:  Arthur Lawson,The Red Shoes,True
1948,1949,21,CINEMATOGRAPHY (Black-and-White),"Charles B. Lang, Jr.",A Foreign Affair,False
1948,1949,21,CINEMATOGRAPHY (Black-and-White),Nicholas Musuraca,I Remember Mama,False
1948,1949,21,CINEMATOGRAPHY (Black-and-White),Ted McCord,Johnny Belinda,False
1948,1949,21,CINEMATOGRAPHY (Black-and-White),William Daniels,The Naked City,True
1948,1949,21,CINEMATOGRAPHY (Black-and-White),Joseph August,Portrait of Jennie,False
1948,1949,21,CINEMATOGRAPHY (Color),Charles G. Clarke,Green Grass of Wyoming,False
1948,1949,21,CINEMATOGRAPHY (Color),"Joseph Valentine, William V. Skall, Winton Hoch",Joan of Arc,True
1948,1949,21,CINEMATOGRAPHY (Color),William Snyder,The Loves of Carmen,False
1948,1949,21,CINEMATOGRAPHY (Color),Robert Planck,The Three Musketeers,False
1948,1949,21,COSTUME DESIGN (Black-and-White),Irene,B. F.'s Daughter,False
1948,1949,21,COSTUME DESIGN (Black-and-White),Roger K. Furse,Hamlet,True
1948,1949,21,COSTUME DESIGN (Color),"Edith Head, Gile Steele",The Emperor Waltz,False
1948,1949,21,COSTUME DESIGN (Color),"Dorothy Jeakins, Karinska",Joan of Arc,True
1948,1949,21,DIRECTING,Laurence Olivier,Hamlet,False
1948,1949,21,DIRECTING,Jean Negulesco,Johnny Belinda,False
1948,1949,21,DIRECTING,Fred Zinnemann,The Search,False
1948,1949,21,DIRECTING,Anatole Litvak,The Snake Pit,False
1948,1949,21,DIRECTING,John Huston,The Treasure of the Sierra Madre,True
1948,1949,21,DOCUMENTARY (Feature),"Janice Loeb, Producer",The Quiet One,False
1948,1949,21,DOCUMENTARY (Feature),"Orville O. Dull, Producer",The Secret Land,True
1948,1949,21,DOCUMENTARY (Short Subject),"Herbert Morgan, Producer",Heart to Heart,False
1948,1949,21,DOCUMENTARY (Short Subject),United States Army Air Force,Operation Vittles,False
1948,1949,21,DOCUMENTARY (Short Subject),United States Army,Toward Independence,True
1948,1949,21,FILM EDITING,Frank Sullivan,Joan of Arc,False
1948,1949,21,FILM EDITING,David Weisbart,Johnny Belinda,False
1948,1949,21,FILM EDITING,Paul Weatherwax,The Naked City,True
1948,1949,21,FILM EDITING,Christian Nyby,Red River,False
1948,1949,21,FILM EDITING,Reginald Mills,The Red Shoes,False
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),William Walton,Hamlet,False
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,Joan of Arc,False
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Johnny Belinda,False
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),Brian Easdale,The Red Shoes,True
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,The Snake Pit,False
1948,1949,21,MUSIC (Scoring of a Musical Picture),"Johnny Green, Roger Edens",Easter Parade,True
1948,1949,21,MUSIC (Scoring of a Musical Picture),Victor Young,The Emperor Waltz,False
1948,1949,21,MUSIC (Scoring of a Musical Picture),Lennie Hayton,The Pirate,False
1948,1949,21,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Romance on the High Seas,False
1948,1949,21,MUSIC (Scoring of a Musical Picture),Alfred Newman,When My Baby Smiles at Me,False
1948,1949,21,MUSIC (Song),Music and Lyrics by Jay Livingston and Ray Evans,The Paleface,True
1948,1949,21,MUSIC (Song),Music by Harold Arlen; Lyrics by Leo Robin,Casbah,False
1948,1949,21,MUSIC (Song),Music by Jule Styne; Lyrics by Sammy Cahn,Romance on the High Seas,False
1948,1949,21,MUSIC (Song),Music by Frederick Hollander; Lyrics by Leo Robin,That Lady in Ermine,False
1948,1949,21,MUSIC (Song),Music and Lyrics by Ramey Idriss and George Tibbles,Wet Blanket Policy,False
1948,1949,21,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Hamlet,True
1948,1949,21,BEST MOTION PICTURE,Warner Bros.,Johnny Belinda,False
1948,1949,21,BEST MOTION PICTURE,J. Arthur Rank-Archers,The Red Shoes,False
1948,1949,21,BEST MOTION PICTURE,20th Century-Fox,The Snake Pit,False
1948,1949,21,BEST MOTION PICTURE,Warner Bros.,The Treasure of the Sierra Madre,False
1948,1949,21,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",The Little Orphan,True
1948,1949,21,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Mickey and the Seal,False
1948,1949,21,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Mouse Wreckers,False
1948,1949,21,SHORT SUBJECT (Cartoon),United Productions of America,Robin Hoodlum,False
1948,1949,21,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Tea for Two Hundred,False
1948,1949,21,SHORT SUBJECT (One-reel),"Herbert Moulton, Producer",Annie Was a Wonder,False
1948,1949,21,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Cinderella Horse,False
1948,1949,21,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Want to Be on the Radio,False
1948,1949,21,SHORT SUBJECT (One-reel),"Edmund H. Reek, Producer",Symphony of a City,True
1948,1949,21,SHORT SUBJECT (One-reel),"Pete Smith, Producer",You Can't Win,False
1948,1949,21,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Calgary Stampede,False
1948,1949,21,SHORT SUBJECT (Two-reel),"Herbert Morgan, Producer",Going to Blazes,False
1948,1949,21,SHORT SUBJECT (Two-reel),"Harry Grey, Producer",Samba-Mania,False
1948,1949,21,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Seal Island,True
1948,1949,21,SHORT SUBJECT (Two-reel),"Thomas Mead, Producer",Snow Capers,False
1948,1949,21,SOUND RECORDING,"Warner Bros. Studio Sound Department, Col. Nathan O. Levinson, Sound Director",Johnny Belinda,False
1948,1949,21,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Moonrise,False
1948,1949,21,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",The Snake Pit,True
1948,1949,21,SPECIAL EFFECTS,"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman",Deep Waters,False
1948,1949,21,SPECIAL EFFECTS,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",Portrait of Jennie,True
1948,1949,21,WRITING (Motion Picture Story),"Frances Flaherty, Robert Flaherty",Louisiana Story,False
1948,1949,21,WRITING (Motion Picture Story),Malvin Wald,The Naked City,False
1948,1949,21,WRITING (Motion Picture Story),Borden Chase,Red River,False
1948,1949,21,WRITING (Motion Picture Story),Emeric Pressburger,The Red Shoes,False
1948,1949,21,WRITING (Motion Picture Story),"Richard Schweizer, David Wechsler",The Search,True
1948,1949,21,WRITING (Screenplay),"Charles Brackett, Billy Wilder, Richard L. Breen",A Foreign Affair,False
1948,1949,21,WRITING (Screenplay),"Irmgard Von Cube, Allen Vincent",Johnny Belinda,False
1948,1949,21,WRITING (Screenplay),"Richard Schweizer, David Wechsler",The Search,False
1948,1949,21,WRITING (Screenplay),"Frank Partos, Millen Brand",The Snake Pit,False
1948,1949,21,WRITING (Screenplay),John Huston,The Treasure of the Sierra Madre,True
1948,1949,21,SPECIAL FOREIGN LANGUAGE FILM AWARD, Monsieur Vincent - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1948.,,True
1948,1949,21,SPECIAL AWARD, Ivan Jandl,,True
1948,1949,21,SPECIAL AWARD, Sid Grauman,,True
1948,1949,21,SPECIAL AWARD, Adolph Zukor,,True
1948,1949,21,SPECIAL AWARD, Walter Wanger for distinguished service to the industry in adding to its moral stature in the world community by his production of the picture Joan of Arc.,,True
1948,1949,21,SPECIAL AWARD, Jean Hersholt - in recognition of his service to the Academy during four terms as president.,,True
1948,1949,21,IRVING G. THALBERG MEMORIAL AWARD,Jerry Wald,,True
1949,1950,22,ACTOR,Broderick Crawford,All the King's Men,True
1949,1950,22,ACTOR,Kirk Douglas,Champion,False
1949,1950,22,ACTOR,Gregory Peck,Twelve O'Clock High,False
1949,1950,22,ACTOR,Richard Todd,The Hasty Heart,False
1949,1950,22,ACTOR,John Wayne,Sands of Iwo Jima,False
1949,1950,22,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,False
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,True
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,False
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,False
1949,1950,22,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,False
1949,1950,22,ACTRESS,Jeanne Crain,Pinky,False
1949,1950,22,ACTRESS,Olivia de Havilland,The Heiress,True
1949,1950,22,ACTRESS,Susan Hayward,My Foolish Heart,False
1949,1950,22,ACTRESS,Deborah Kerr,"Edward, My Son",False
1949,1950,22,ACTRESS,Loretta Young,Come to the Stable,False
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,Pinky,False
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Come to the Stable,False
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Come to the Stable,False
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,All the King's Men,True
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Ethel Waters,Pinky,False
1949,1950,22,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Joseph C. Wright;  Set Decoration:  Thomas Little, Paul S. Fox",Come to the Stable,False
1949,1950,22,ART DIRECTION (Black-and-White),"Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri",The Heiress,True
1949,1950,22,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Jack Martin Smith;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle",Madame Bovary,False
1949,1950,22,ART DIRECTION (Color),Art Direction:  Edward Carrere;  Set Decoration:  Lyle Reifsnider,The Adventures of Don Juan,False
1949,1950,22,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore",Little Women,True
1949,1950,22,ART DIRECTION (Color),"Art Direction:  Jim Morahan, William Kellner, Michael Relph",Saraband,False
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Paul C. Vogel,Battleground,True
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Frank Planer,Champion,False
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Come to the Stable,False
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Leo Tover,The Heiress,False
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Leon Shamroy,Prince of Foxes,False
1949,1950,22,CINEMATOGRAPHY (Color),Harry Stradling,The Barkleys of Broadway,False
1949,1950,22,CINEMATOGRAPHY (Color),William Snyder,Jolson Sings Again,False
1949,1950,22,CINEMATOGRAPHY (Color),"Robert Planck, Charles Schoenbaum",Little Women,False
1949,1950,22,CINEMATOGRAPHY (Color),Charles G. Clarke,Sand,False
1949,1950,22,CINEMATOGRAPHY (Color),Winton Hoch,She Wore a Yellow Ribbon,True
1949,1950,22,COSTUME DESIGN (Black-and-White),"Edith Head, Gile Steele",The Heiress,True
1949,1950,22,COSTUME DESIGN (Black-and-White),Vittorio Nino Novarese,Prince of Foxes,False
1949,1950,22,COSTUME DESIGN (Color),"Leah Rhodes, Travilla, Marjorie Best",The Adventures of Don Juan,True
1949,1950,22,COSTUME DESIGN (Color),Kay Nelson,Mother Is a Freshman,False
1949,1950,22,DIRECTING,Robert Rossen,All the King's Men,False
1949,1950,22,DIRECTING,William A. Wellman,Battleground,False
1949,1950,22,DIRECTING,Carol Reed,The Fallen Idol,False
1949,1950,22,DIRECTING,William Wyler,The Heiress,False
1949,1950,22,DIRECTING,Joseph L. Mankiewicz,A Letter to Three Wives,True
1949,1950,22,DOCUMENTARY (Feature),Crown Film Unit,Daybreak in Udi,True
1949,1950,22,DOCUMENTARY (Feature),"Paul F. Heard, Producer",Kenji Comes Home,False
1949,1950,22,DOCUMENTARY (Short Subject),"Richard de Rochemont, Producer",A Chance to Live,True
1949,1950,22,DOCUMENTARY (Short Subject),French Cinema General Cooperative,1848,False
1949,1950,22,DOCUMENTARY (Short Subject),"St. Francis-Xavier University, Antigonish, Nova Scotia",The Rising Tide,False
1949,1950,22,DOCUMENTARY (Short Subject),"Edward Selzer, Producer",So Much for So Little,True
1949,1950,22,FILM EDITING,"Robert Parrish, Al Clark",All the King's Men,False
1949,1950,22,FILM EDITING,John Dunning,Battleground,False
1949,1950,22,FILM EDITING,Harry Gerstad,Champion,True
1949,1950,22,FILM EDITING,Richard L. Van Enger,Sands of Iwo Jima,False
1949,1950,22,FILM EDITING,Frederic Knudtson,The Window,False
1949,1950,22,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Beyond the Forest,False
1949,1950,22,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,Champion,False
1949,1950,22,MUSIC (Music Score of a Dramatic or Comedy Picture),Aaron Copland,The Heiress,True
1949,1950,22,MUSIC (Scoring of a Musical Picture),"Morris Stoloff, George Duning",Jolson Sings Again,False
1949,1950,22,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Look for the Silver Lining,False
1949,1950,22,MUSIC (Scoring of a Musical Picture),"Roger Edens, Lennie Hayton",On the Town,True
1949,1950,22,MUSIC (Song),Music and Lyrics by Frank Loesser,Neptune's Daughter,True
1949,1950,22,MUSIC (Song),Music by Jule Styne; Lyrics by Sammy Cahn,It's a Great Feeling,False
1949,1950,22,MUSIC (Song),Music by Eliot Daniel; Lyrics by Larry Morey,So Dear to My Heart,False
1949,1950,22,MUSIC (Song),Music by Victor Young; Lyrics by Ned Washington,My Foolish Heart,False
1949,1950,22,MUSIC (Song),Music by Alfred Newman; Lyrics by Mack Gordon,Come to the Stable,False
1949,1950,22,BEST MOTION PICTURE,Robert Rossen Productions,All the King's Men,True
1949,1950,22,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Battleground,False
1949,1950,22,BEST MOTION PICTURE,Paramount,The Heiress,False
1949,1950,22,BEST MOTION PICTURE,20th Century-Fox,A Letter to Three Wives,False
1949,1950,22,BEST MOTION PICTURE,20th Century-Fox,Twelve O'Clock High,False
1949,1950,22,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Canary Row,False
1949,1950,22,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",For Scent-Imental Reasons,True
1949,1950,22,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",Hatch Up Your Troubles,False
1949,1950,22,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",The Magic Fluke,False
1949,1950,22,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Toy Tinkers,False
1949,1950,22,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Aquatic House-Party,True
1949,1950,22,SHORT SUBJECT (One-reel),"Justin Herman, Producer",Roller Derby Girl,False
1949,1950,22,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Think You're Not Guilty,False
1949,1950,22,SHORT SUBJECT (One-reel),"Walton C. Ament, Producer",Spills and Chills,False
