year_film,year_ceremony,ceremony,category,name,film,winner
1987,1988,60,DOCUMENTARY (Feature),"Aviva Slesin, Producer",The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,True
1987,1988,60,DOCUMENTARY (Short Subject),"Deborah Dickson, Producer",Frances Steloff: Memoirs of a Bookseller,False
1987,1988,60,DOCUMENTARY (Short Subject),"Dr. Frank Daniel and Izak Ben-Meir, Producers",In the Wee Wee Hours...,False
1987,1988,60,DOCUMENTARY (Short Subject),"Megan Williams, Producer",Language Says It All,False
1987,1988,60,DOCUMENTARY (Short Subject),"Lynn Mueller, Producer",Silver into Gold,False
1987,1988,60,DOCUMENTARY (Short Subject),"Sue Marx and Pamela Conn, Producers",Young at Heart,True
1987,1988,60,FILM EDITING,Richard Marks,Broadcast News,False
1987,1988,60,FILM EDITING,Michael Kahn,Empire of the Sun,False
1987,1988,60,FILM EDITING,"Michael Kahn, Peter E. Berger",Fatal Attraction,False
1987,1988,60,FILM EDITING,Gabriella Cristiani,The Last Emperor,True
1987,1988,60,FILM EDITING,Frank J. Urioste,RoboCop,False
1987,1988,60,FOREIGN LANGUAGE FILM,France,"Au Revoir Les Enfants (Goodbye, Children)",False
1987,1988,60,FOREIGN LANGUAGE FILM,Denmark,Babette's Feast,True
1987,1988,60,FOREIGN LANGUAGE FILM,Spain,Course Completed,False
1987,1988,60,FOREIGN LANGUAGE FILM,Italy,The Family,False
1987,1988,60,FOREIGN LANGUAGE FILM,Norway,Pathfinder,False
1987,1988,60,MAKEUP,Bob Laden,Happy New Year,False
1987,1988,60,MAKEUP,Rick Baker,Harry and the Hendersons,True
1987,1988,60,MUSIC (Original Score),"George Fenton, Jonas Gwangwa",Cry Freedom,False
1987,1988,60,MUSIC (Original Score),John Williams,Empire of the Sun,False
1987,1988,60,MUSIC (Original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",The Last Emperor,True
1987,1988,60,MUSIC (Original Score),Ennio Morricone,The Untouchables,False
1987,1988,60,MUSIC (Original Score),John Williams,The Witches of Eastwick,False
1987,1988,60,MUSIC (Original Song),Music and Lyric by George Fenton and Jonas Gwangwa,Cry Freedom,False
1987,1988,60,MUSIC (Original Song),"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",Dirty Dancing,True
1987,1988,60,MUSIC (Original Song),Music and Lyric by Albert Hammond and Diane Warren,Mannequin,False
1987,1988,60,MUSIC (Original Song),"Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer, Keith Forsey and Bob Seger",Beverly Hills Cop II,False
1987,1988,60,MUSIC (Original Song),Music and Lyric by Willy DeVille,The Princess Bride,False
1987,1988,60,BEST PICTURE,"James L. Brooks, Producer",Broadcast News,False
1987,1988,60,BEST PICTURE,"Stanley R. Jaffe and Sherry Lansing, Producers",Fatal Attraction,False
1987,1988,60,BEST PICTURE,"John Boorman, Producer",Hope and Glory,False
1987,1988,60,BEST PICTURE,"Jeremy Thomas, Producer",The Last Emperor,True
1987,1988,60,BEST PICTURE,"Patrick Palmer and Norman Jewison, Producers",Moonstruck,False
1987,1988,60,SHORT FILM (Animated),"Eunice Macaulay, Producer",George and Rosemary,False
1987,1988,60,SHORT FILM (Animated),"Frédéric Back, Producer",The Man Who Planted Trees,True
1987,1988,60,SHORT FILM (Animated),"Bill Plympton, Producer",Your Face,False
1987,1988,60,SHORT FILM (Live Action),"Ann Wingate, Producer",Making Waves,False
1987,1988,60,SHORT FILM (Live Action),"Jonathan Sanger and Jana Sue Memel, Producers",Ray's Male Heterosexual Dance Hall,True
1987,1988,60,SHORT FILM (Live Action),"Robert A. Katz, Producer",Shoeshine,False
1987,1988,60,SOUND,"Robert Knudson, Don Digirolamo, John Boyd, Tony Dawe",Empire of the Sun,False
1987,1988,60,SOUND,"Bill Rowe, Ivan Sharrock",The Last Emperor,True
1987,1988,60,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Bill Nelson",Lethal Weapon,False
1987,1988,60,SOUND,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Robert Wald",RoboCop,False
1987,1988,60,SOUND,"Wayne Artman, Tom Beckert, Tom Dahl, Art Rochester",The Witches of Eastwick,False
1987,1988,60,VISUAL EFFECTS,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",Innerspace,True
1987,1988,60,VISUAL EFFECTS,"Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston",Predator,False
1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),Tony Huston,The Dead,False
1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),James Dearden,Fatal Attraction,False
1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Stanley Kubrick, Michael Herr, Gustav Hasford",Full Metal Jacket,False
1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Mark Peploe, Bernardo Bertolucci",The Last Emperor,True
1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Lasse Hallström, Reidar Jönsson, Brasse Brännström, Per Berglund",My Life as a Dog,False
1987,1988,60,WRITING (Screenplay Written Directly for the Screen),Louis Malle,"Au Revoir Les Enfants (Goodbye, Children)",False
1987,1988,60,WRITING (Screenplay Written Directly for the Screen),James L. Brooks,Broadcast News,False
1987,1988,60,WRITING (Screenplay Written Directly for the Screen),John Boorman,Hope and Glory,False
1987,1988,60,WRITING (Screenplay Written Directly for the Screen),John Patrick Shanley,Moonstruck,True
1987,1988,60,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Radio Days,False
1987,1988,60,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Stephen Flick, John Pospisil",RoboCop,True
1987,1988,60,IRVING G. THALBERG MEMORIAL AWARD,Billy Wilder,,True
1988,1989,61,ACTOR IN A LEADING ROLE,Gene Hackman,Mississippi Burning,False
1988,1989,61,ACTOR IN A LEADING ROLE,Tom Hanks,Big,False
1988,1989,61,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,True
1988,1989,61,ACTOR IN A LEADING ROLE,Edward James Olmos,Stand and Deliver,False
1988,1989,61,ACTOR IN A LEADING ROLE,Max von Sydow,Pelle the Conqueror,False
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Little Dorrit,False
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Kevin Kline,A Fish Called Wanda,True
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Martin Landau,Tucker The Man and His Dream,False
1988,1989,61,ACTOR IN A SUPPORTING ROLE,River Phoenix,Running on Empty,False
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Dean Stockwell,Married to the Mob,False
1988,1989,61,ACTRESS IN A LEADING ROLE,Glenn Close,Dangerous Liaisons,False
1988,1989,61,ACTRESS IN A LEADING ROLE,Jodie Foster,The Accused,True
1988,1989,61,ACTRESS IN A LEADING ROLE,Melanie Griffith,Working Girl,False
1988,1989,61,ACTRESS IN A LEADING ROLE,Meryl Streep,A Cry in the Dark,False
1988,1989,61,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Gorillas in the Mist,False
1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Joan Cusack,Working Girl,False
1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Geena Davis,The Accidental Tourist,True
1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,Mississippi Burning,False
1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Michelle Pfeiffer,Dangerous Liaisons,False
1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Sigourney Weaver,Working Girl,False
1988,1989,61,ART DIRECTION,Art Direction:  Albert Brenner;  Set Decoration:  Garrett Lewis,Beaches,False
1988,1989,61,ART DIRECTION,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James,Dangerous Liaisons,True
1988,1989,61,ART DIRECTION,Art Direction:  Ida Random;  Set Decoration:  Linda DeScenna,Rain Man,False
1988,1989,61,ART DIRECTION,Art Direction:  Dean Tavoularis;  Set Decoration:  Armin Ganz,Tucker The Man and His Dream,False
1988,1989,61,ART DIRECTION,Art Direction:  Elliot Scott;  Set Decoration:  Peter Howitt,Who Framed Roger Rabbit,False
1988,1989,61,CINEMATOGRAPHY,Peter Biziou,Mississippi Burning,True
1988,1989,61,CINEMATOGRAPHY,John Seale,Rain Man,False
1988,1989,61,CINEMATOGRAPHY,Conrad L. Hall,Tequila Sunrise,False
1988,1989,61,CINEMATOGRAPHY,Sven Nykvist,The Unbearable Lightness of Being,False
1988,1989,61,CINEMATOGRAPHY,Dean Cundey,Who Framed Roger Rabbit,False
1988,1989,61,COSTUME DESIGN,Deborah Nadoolman,Coming to America,False
1988,1989,61,COSTUME DESIGN,James Acheson,Dangerous Liaisons,True
1988,1989,61,COSTUME DESIGN,Jane Robinson,A Handful of Dust,False
1988,1989,61,COSTUME DESIGN,Patricia Norris,Sunset,False
1988,1989,61,COSTUME DESIGN,Milena Canonero,Tucker The Man and His Dream,False
1988,1989,61,DIRECTING,Charles Crichton,A Fish Called Wanda,False
1988,1989,61,DIRECTING,Martin Scorsese,The Last Temptation of Christ,False
1988,1989,61,DIRECTING,Alan Parker,Mississippi Burning,False
1988,1989,61,DIRECTING,Barry Levinson,Rain Man,True
1988,1989,61,DIRECTING,Mike Nichols,Working Girl,False
1988,1989,61,DOCUMENTARY (Feature),"Robert Bilheimer and Ronald Mix, Producers",The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,False
1988,1989,61,DOCUMENTARY (Feature),"Marcel Ophuls, Producer",Hotel Terminus: The Life and Times of Klaus Barbie,True
1988,1989,61,DOCUMENTARY (Feature),"Bruce Weber and Nan Bush, Producers",Let's Get Lost,False
1988,1989,61,DOCUMENTARY (Feature),"Ginny Durrin, Producer",Promises to Keep,False
1988,1989,61,DOCUMENTARY (Feature),"Renee Tajima and Christine Choy, Producers",Who Killed Vincent Chin?,False
1988,1989,61,DOCUMENTARY (Short Subject),"Karen Goodman, Producer",The Children's Storefront,False
1988,1989,61,DOCUMENTARY (Short Subject),"Lise Yasui and Ann Tegnell, Producers",Family Gathering,False
1988,1989,61,DOCUMENTARY (Short Subject),"Thomas B. Fleming and Daniel J. Marks, Producers",Gang Cops,False
1988,1989,61,DOCUMENTARY (Short Subject),"Nancy Hale and Meg Partridge, Producers",Portrait of Imogen,False
1988,1989,61,DOCUMENTARY (Short Subject),"William Guttentag and Malcolm Clarke, Producers",You Don't Have to Die,True
1988,1989,61,FILM EDITING,"Frank J. Urioste, John F. Link",Die Hard,False
1988,1989,61,FILM EDITING,Stuart Baird,Gorillas in the Mist,False
1988,1989,61,FILM EDITING,Gerry Hambling,Mississippi Burning,False
1988,1989,61,FILM EDITING,Stu Linder,Rain Man,False
1988,1989,61,FILM EDITING,Arthur Schmidt,Who Framed Roger Rabbit,True
1988,1989,61,FOREIGN LANGUAGE FILM,Hungary,Hanussen,False
1988,1989,61,FOREIGN LANGUAGE FILM,Belgium,The Music Teacher,False
1988,1989,61,FOREIGN LANGUAGE FILM,Denmark,Pelle the Conqueror,True
1988,1989,61,FOREIGN LANGUAGE FILM,India,Salaam Bombay!,False
1988,1989,61,FOREIGN LANGUAGE FILM,Spain,Women on the Verge of a Nervous Breakdown,False
1988,1989,61,MAKEUP,"Ve Neill, Steve La Porte, Robert Short",Beetlejuice,True
1988,1989,61,MAKEUP,Rick Baker,Coming to America,False
1988,1989,61,MAKEUP,"Tom Burman, Bari Dreiband-Burman",Scrooged,False
1988,1989,61,MUSIC (Original Score),John Williams,The Accidental Tourist,False
1988,1989,61,MUSIC (Original Score),George Fenton,Dangerous Liaisons,False
1988,1989,61,MUSIC (Original Score),Maurice Jarre,Gorillas in the Mist,False
1988,1989,61,MUSIC (Original Score),Dave Grusin,The Milagro Beanfield War,True
1988,1989,61,MUSIC (Original Score),Hans Zimmer,Rain Man,False
1988,1989,61,MUSIC (Original Song),Music and Lyric by Bob Telson,Bagdad Cafe,False
1988,1989,61,MUSIC (Original Song),Music and Lyric by Carly Simon,Working Girl,True
1988,1989,61,MUSIC (Original Song),Music by Lamont Dozier; Lyric by Phil Collins,Buster,False
1988,1989,61,BEST PICTURE,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",The Accidental Tourist,False
1988,1989,61,BEST PICTURE,"Norma Heyman and Hank Moonjean, Producers",Dangerous Liaisons,False
1988,1989,61,BEST PICTURE,"Frederick Zollo and Robert F. Colesberry, Producers",Mississippi Burning,False
1988,1989,61,BEST PICTURE,"Mark Johnson, Producer",Rain Man,True
1988,1989,61,BEST PICTURE,"Douglas Wick, Producer",Working Girl,False
1988,1989,61,SHORT FILM (Animated),Cordell Barker,The Cat Came Back,False
1988,1989,61,SHORT FILM (Animated),"Bill Kroyer, Brian Jennings",Technological Threat,False
1988,1989,61,SHORT FILM (Animated),"John Lasseter, William Reeves",Tin Toy,True
1988,1989,61,SHORT FILM (Live Action),"Dean Parisot, Steven Wright",The Appointments of Dennis Jennings,True
1988,1989,61,SHORT FILM (Live Action),"Matia Karrell, Abbee Goldstein",Cadillac Dreams,False
1988,1989,61,SHORT FILM (Live Action),"George deGolian, Gary Moss",Gullah Tales,False
1988,1989,61,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",Bird,True
1988,1989,61,SOUND,"Don Bassman, Kevin F. Cleary, Richard Overton, Al Overton",Die Hard,False
1988,1989,61,SOUND,"Andy Nelson, Brian Saunders, Peter Handford",Gorillas in the Mist,False
1988,1989,61,SOUND,"Robert Litt, Elliot Tyson, Rick Kline, Danny Michael",Mississippi Burning,False
1988,1989,61,SOUND,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe",Who Framed Roger Rabbit,False
1988,1989,61,SOUND EFFECTS EDITING,"Stephen H. Flick, Richard Shorr",Die Hard,False
1988,1989,61,SOUND EFFECTS EDITING,"Charles L. Campbell, Louis L. Edemann",Who Framed Roger Rabbit,True
1988,1989,61,SOUND EFFECTS EDITING,"Ben Burtt, Richard Hymns",Willow,False
1988,1989,61,VISUAL EFFECTS,"Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris",Die Hard,False
1988,1989,61,VISUAL EFFECTS,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",Who Framed Roger Rabbit,True
1988,1989,61,VISUAL EFFECTS,"Dennis Muren, Michael McAlister, Phil Tippett, Chris Evans",Willow,False
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),"Frank Galati, Lawrence Kasdan",The Accidental Tourist,False
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),Christopher Hampton,Dangerous Liaisons,True
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),"Screenplay by Anna Hamilton Phelan;  Story by Anna Hamilton Phelan, Tab Murphy",Gorillas in the Mist,False
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),Christine Edzard,Little Dorrit,False
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),"Jean-Claude Carrière, Philip Kaufman",The Unbearable Lightness of Being,False
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),"Gary Ross, Anne Spielberg",Big,False
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),Ron Shelton,Bull Durham,False
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),"Screenplay by John Cleese;  Story by John Cleese, Charles Crichton",A Fish Called Wanda,False
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",Rain Man,True
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),Naomi Foner,Running on Empty,False
1988,1989,61,SPECIAL ACHIEVEMENT AWARD, Richard Williams for the animation direction of Who Framed Roger Rabbit.,,True
1988,1989,61,HONORARY AWARD, the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic,,True
1988,1989,61,HONORARY AWARD, Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.,,True
1989,1990,62,ACTOR IN A LEADING ROLE,Kenneth Branagh,Henry V,False
1989,1990,62,ACTOR IN A LEADING ROLE,Tom Cruise,Born on the Fourth of July,False
1989,1990,62,ACTOR IN A LEADING ROLE,Daniel Day Lewis,My Left Foot,True
1989,1990,62,ACTOR IN A LEADING ROLE,Morgan Freeman,Driving Miss Daisy,False
1989,1990,62,ACTOR IN A LEADING ROLE,Robin Williams,Dead Poets Society,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Danny Aiello,Do the Right Thing,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Dan Aykroyd,Driving Miss Daisy,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Marlon Brando,A Dry White Season,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Martin Landau,Crimes and Misdemeanors,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Glory,True
1989,1990,62,ACTRESS IN A LEADING ROLE,Isabelle Adjani,Camille Claudel,False
1989,1990,62,ACTRESS IN A LEADING ROLE,Pauline Collins,Shirley Valentine,False
1989,1990,62,ACTRESS IN A LEADING ROLE,Jessica Lange,Music Box,False
1989,1990,62,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,The Fabulous Baker Boys,False
1989,1990,62,ACTRESS IN A LEADING ROLE,Jessica Tandy,Driving Miss Daisy,True
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Brenda Fricker,My Left Foot,True
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,"Enemies, A Love Story",False
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Lena Olin,"Enemies, A Love Story",False
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,Steel Magnolias,False
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Parenthood,False
1989,1990,62,ART DIRECTION,Art Direction:  Leslie Dilley;  Set Decoration:  Anne Kuljian,The Abyss,False
1989,1990,62,ART DIRECTION,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,The Adventures of Baron Munchausen,False
1989,1990,62,ART DIRECTION,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,True
1989,1990,62,ART DIRECTION,Art Direction:  Bruno Rubeo;  Set Decoration:  Crispian Sallis,Driving Miss Daisy,False
1989,1990,62,ART DIRECTION,Art Direction:  Norman Garwood;  Set Decoration:  Garrett Lewis,Glory,False
1989,1990,62,CINEMATOGRAPHY,Mikael Salomon,The Abyss,False
1989,1990,62,CINEMATOGRAPHY,Haskell Wexler,Blaze,False
1989,1990,62,CINEMATOGRAPHY,Robert Richardson,Born on the Fourth of July,False
1989,1990,62,CINEMATOGRAPHY,Michael Ballhaus,The Fabulous Baker Boys,False
1989,1990,62,CINEMATOGRAPHY,Freddie Francis,Glory,True
1989,1990,62,COSTUME DESIGN,Gabriella Pescucci,The Adventures of Baron Munchausen,False
1989,1990,62,COSTUME DESIGN,Elizabeth McBride,Driving Miss Daisy,False
1989,1990,62,COSTUME DESIGN,Joe I. Tompkins,Harlem Nights,False
1989,1990,62,COSTUME DESIGN,Phyllis Dalton,Henry V,True
1989,1990,62,COSTUME DESIGN,Theodor Pistek,Valmont,False
1989,1990,62,DIRECTING,Oliver Stone,Born on the Fourth of July,True
1989,1990,62,DIRECTING,Woody Allen,Crimes and Misdemeanors,False
1989,1990,62,DIRECTING,Peter Weir,Dead Poets Society,False
1989,1990,62,DIRECTING,Kenneth Branagh,Henry V,False
1989,1990,62,DIRECTING,Jim Sheridan,My Left Foot,False
1989,1990,62,DOCUMENTARY (Feature),"Richard Kilberg and Yvonne Smith, Producers",Adam Clayton Powell,False
1989,1990,62,DOCUMENTARY (Feature),"Robert Epstein and Bill Couturié, Producers",Common Threads: Stories from the Quilt,True
1989,1990,62,DOCUMENTARY (Feature),"Vince DiPersio and William Guttentag, Producers",Crack USA: County under Siege,False
1989,1990,62,DOCUMENTARY (Feature),"Al Reinert and Betsy Broyles Breier, Producers",For All Mankind,False
1989,1990,62,DOCUMENTARY (Feature),"Judith Leonard and Bill Jersey, Producers",Super Chief: The Life and Legacy of Earl Warren,False
1989,1990,62,DOCUMENTARY (Short Subject),"David Petersen, Producer","Fine Food, Fine Pastries, Open 6 to 9",False
1989,1990,62,DOCUMENTARY (Short Subject),"Charles Guggenheim, Producer",The Johnstown Flood,True
1989,1990,62,DOCUMENTARY (Short Subject),"Ray Errol Fox, Producer",Yad Vashem: Preserving the Past to Ensure the Future,False
1989,1990,62,FILM EDITING,Noëlle Boisson,The Bear,False
1989,1990,62,FILM EDITING,"David Brenner, Joe Hutshing",Born on the Fourth of July,True
1989,1990,62,FILM EDITING,Mark Warner,Driving Miss Daisy,False
1989,1990,62,FILM EDITING,William Steinkamp,The Fabulous Baker Boys,False
1989,1990,62,FILM EDITING,Steven Rosenblum,Glory,False
1989,1990,62,FOREIGN LANGUAGE FILM,France,Camille Claudel,False
1989,1990,62,FOREIGN LANGUAGE FILM,Italy,Cinema Paradiso,True
1989,1990,62,FOREIGN LANGUAGE FILM,Canada,Jesus of Montreal,False
1989,1990,62,FOREIGN LANGUAGE FILM,Denmark,Waltzing Regitze,False
1989,1990,62,FOREIGN LANGUAGE FILM,Puerto Rico,What Happened to Santiago,False
1989,1990,62,MAKEUP,"Maggie Weston, Fabrizio Sforza",The Adventures of Baron Munchausen,False
1989,1990,62,MAKEUP,"Dick Smith, Ken Diaz, Greg Nelson",Dad,False
1989,1990,62,MAKEUP,"Manlio Rocchetti, Lynn Barber, Kevin Haney",Driving Miss Daisy,True
1989,1990,62,MUSIC (Original Score),John Williams,Born on the Fourth of July,False
1989,1990,62,MUSIC (Original Score),David Grusin,The Fabulous Baker Boys,False
1989,1990,62,MUSIC (Original Score),James Horner,Field of Dreams,False
1989,1990,62,MUSIC (Original Score),John Williams,Indiana Jones and the Last Crusade,False
1989,1990,62,MUSIC (Original Score),Alan Menken,The Little Mermaid,True
1989,1990,62,MUSIC (Original Song),Music by Tom Snow; Lyric by Dean Pitchford,Chances Are,False
1989,1990,62,MUSIC (Original Song),Music by Marvin Hamlisch; Lyric by Alan Bergman and Marilyn Bergman,Shirley Valentine,False
1989,1990,62,MUSIC (Original Song),Music and Lyric by Randy Newman,Parenthood,False
1989,1990,62,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,False
1989,1990,62,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,True
1989,1990,62,BEST PICTURE,"A. Kitman Ho and Oliver Stone, Producers",Born on the Fourth of July,False
1989,1990,62,BEST PICTURE,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",Dead Poets Society,False
1989,1990,62,BEST PICTURE,"Richard D. Zanuck and Lili Fini Zanuck, Producers",Driving Miss Daisy,True
1989,1990,62,BEST PICTURE,"Lawrence Gordon and Charles Gordon, Producers",Field of Dreams,False
1989,1990,62,BEST PICTURE,"Noel Pearson, Producer",My Left Foot,False
1989,1990,62,SHORT FILM (Animated),"Christoph Lauenstein, Wolfgang Lauenstein",Balance,True
1989,1990,62,SHORT FILM (Animated),Alexander Petrov,The Cow,False
1989,1990,62,SHORT FILM (Animated),Mark Baker,The Hill Farm,False
1989,1990,62,SHORT FILM (Live Action),Robert Nixon,Amazon Diary,False
1989,1990,62,SHORT FILM (Live Action),Jonathan Tammuz,The Childeater,False
1989,1990,62,SHORT FILM (Live Action),James Hendrie,Work Experience,True
1989,1990,62,SOUND,"Don Bassman, Kevin F. Cleary, Richard Overton, Lee Orloff",The Abyss,False
1989,1990,62,SOUND,"Donald O. Mitchell, Kevin O'Connell, Greg P. Russell, Keith A. Wester",Black Rain,False
