year_film,year_ceremony,ceremony,category,name,film,winner
1997,1998,70,ART DIRECTION,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,Titanic,True
1997,1998,70,CINEMATOGRAPHY,Janusz Kaminski,Amistad,False
1997,1998,70,CINEMATOGRAPHY,Roger Deakins,Kundun,False
1997,1998,70,CINEMATOGRAPHY,Dante Spinotti,L.A. Confidential,False
1997,1998,70,CINEMATOGRAPHY,Russell Carpenter,Titanic,True
1997,1998,70,CINEMATOGRAPHY,Eduardo Serra,The Wings of the Dove,False
1997,1998,70,COSTUME DESIGN,Ruth E. Carter,Amistad,False
1997,1998,70,COSTUME DESIGN,Dante Ferretti,Kundun,False
1997,1998,70,COSTUME DESIGN,Janet Patterson,Oscar and Lucinda,False
1997,1998,70,COSTUME DESIGN,Deborah L. Scott,Titanic,True
1997,1998,70,COSTUME DESIGN,Sandy Powell,The Wings of the Dove,False
1997,1998,70,DIRECTING,Peter Cattaneo,The Full Monty,False
1997,1998,70,DIRECTING,Gus Van Sant,Good Will Hunting,False
1997,1998,70,DIRECTING,Curtis Hanson,L.A. Confidential,False
1997,1998,70,DIRECTING,Atom Egoyan,The Sweet Hereafter,False
1997,1998,70,DIRECTING,James Cameron,Titanic,True
1997,1998,70,DOCUMENTARY (Feature),Michael Paxton,Ayn Rand: A Sense of Life,False
1997,1998,70,DOCUMENTARY (Feature),"Michèle Ohayon, Julia Schachter",Colors Straight Up,False
1997,1998,70,DOCUMENTARY (Feature),"Spike Lee, Sam Pollard",4 Little Girls,False
1997,1998,70,DOCUMENTARY (Feature),"Rabbi Marvin Hier, Richard Trank",The Long Way Home,True
1997,1998,70,DOCUMENTARY (Feature),"Dan Gifford, William Gazecki",Waco: The Rules of Engagement,False
1997,1998,70,DOCUMENTARY (Short Subject),"George Casey, Paul Novros",Alaska: Spirit of the Wild,False
1997,1998,70,DOCUMENTARY (Short Subject),"Kieth Merrill, Jonathan Stern",Amazon,False
1997,1998,70,DOCUMENTARY (Short Subject),Terri Randall,Daughter of the Bride,False
1997,1998,70,DOCUMENTARY (Short Subject),"Mel Damski, Andrea Blaugrund",Still Kicking: The Fabulous Palm Springs Follies,False
1997,1998,70,DOCUMENTARY (Short Subject),"Donna Dewey, Carol Pasternak",A Story of Healing,True
1997,1998,70,FILM EDITING,Richard Francis-Bruce,Air Force One,False
1997,1998,70,FILM EDITING,Richard Marks,As Good as It Gets,False
1997,1998,70,FILM EDITING,Pietro Scalia,Good Will Hunting,False
1997,1998,70,FILM EDITING,Peter Honess,L.A. Confidential,False
1997,1998,70,FILM EDITING,"Conrad Buff, James Cameron, Richard A. Harris",Titanic,True
1997,1998,70,FOREIGN LANGUAGE FILM,Germany,Beyond Silence,False
1997,1998,70,FOREIGN LANGUAGE FILM,The Netherlands,Character,True
1997,1998,70,FOREIGN LANGUAGE FILM,Brazil,Four Days in September,False
1997,1998,70,FOREIGN LANGUAGE FILM,Spain,Secrets of the Heart,False
1997,1998,70,FOREIGN LANGUAGE FILM,Russia,The Thief,False
1997,1998,70,MAKEUP,"Rick Baker, David LeRoy Anderson",Men in Black,True
1997,1998,70,MAKEUP,"Lisa Westcott, Veronica Brebner, Beverley Binda",Mrs. Brown,False
1997,1998,70,MAKEUP,"Tina Earnshaw, Greg Cannom, Simon Thompson",Titanic,False
1997,1998,70,MUSIC (Original Dramatic Score),John Williams,Amistad,False
1997,1998,70,MUSIC (Original Dramatic Score),Danny Elfman,Good Will Hunting,False
1997,1998,70,MUSIC (Original Dramatic Score),Philip Glass,Kundun,False
1997,1998,70,MUSIC (Original Dramatic Score),Jerry Goldsmith,L.A. Confidential,False
1997,1998,70,MUSIC (Original Dramatic Score),James Horner,Titanic,True
1997,1998,70,MUSIC (Original Musical or Comedy Score),Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman,Anastasia,False
1997,1998,70,MUSIC (Original Musical or Comedy Score),Hans Zimmer,As Good as It Gets,False
1997,1998,70,MUSIC (Original Musical or Comedy Score),Anne Dudley,The Full Monty,True
1997,1998,70,MUSIC (Original Musical or Comedy Score),Danny Elfman,Men in Black,False
1997,1998,70,MUSIC (Original Musical or Comedy Score),James Newton Howard,My Best Friend's Wedding,False
1997,1998,70,MUSIC (Original Song),Music by Alan Menken; Lyric by David Zippel,Hercules,False
1997,1998,70,MUSIC (Original Song),Music and Lyric by Diane Warren,Con Air,False
1997,1998,70,MUSIC (Original Song),Music by Stephen Flaherty; Lyric by Lynn Ahrens,Anastasia,False
1997,1998,70,MUSIC (Original Song),Music and Lyric by Elliott Smith,Good Will Hunting,False
1997,1998,70,MUSIC (Original Song),Music by James Horner; Lyric by Will Jennings,Titanic,True
1997,1998,70,BEST PICTURE,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",As Good as It Gets,False
1997,1998,70,BEST PICTURE,"Uberto Pasolini, Producer",The Full Monty,False
1997,1998,70,BEST PICTURE,"Lawrence Bender, Producer",Good Will Hunting,False
1997,1998,70,BEST PICTURE,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",L.A. Confidential,False
1997,1998,70,BEST PICTURE,"James Cameron and Jon Landau, Producers",Titanic,True
1997,1998,70,SHORT FILM (Animated),Joanna Quinn,Famous Fred,False
1997,1998,70,SHORT FILM (Animated),Jan Pinkava,Geri's Game,True
1997,1998,70,SHORT FILM (Animated),Sylvain Chomet,La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),False
1997,1998,70,SHORT FILM (Animated),Alexander Petrov,The Mermaid,False
1997,1998,70,SHORT FILM (Animated),"Steve Moore, Dan O'Shannon",Redux Riding Hood,False
1997,1998,70,SHORT FILM (Live Action),"Pearse Moore, Tim Loane",Dance Lexie Dance,False
1997,1998,70,SHORT FILM (Live Action),"Roger Goldby, Barney Reisz",It's Good to Talk,False
1997,1998,70,SHORT FILM (Live Action),"Birger Larsen, Thomas Lydholm",Sweethearts?,False
1997,1998,70,SHORT FILM (Live Action),"Chris Tashima, Chris Donahue",Visas and Virtue,True
1997,1998,70,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",Wolfgang,False
1997,1998,70,SOUND,"Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester",Air Force One,False
1997,1998,70,SOUND,"Kevin O'Connell, Greg P. Russell, Arthur Rochester",Con Air,False
1997,1998,70,SOUND,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Contact,False
1997,1998,70,SOUND,"Andy Nelson, Anna Behlmer, Kirk Francis",L.A. Confidential,False
1997,1998,70,SOUND,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",Titanic,True
1997,1998,70,SOUND EFFECTS EDITING,"Mark P. Stoeckinger, Per Hallberg",Face/Off,False
1997,1998,70,SOUND EFFECTS EDITING,Mark Mangini,The Fifth Element,False
1997,1998,70,SOUND EFFECTS EDITING,"Tom Bellfort, Christopher Boyes",Titanic,True
1997,1998,70,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Randal M. Dutra, Michael Lantieri",The Lost World: Jurassic Park,False
1997,1998,70,VISUAL EFFECTS,"Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson",Starship Troopers,False
1997,1998,70,VISUAL EFFECTS,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",Titanic,True
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),Paul Attanasio,Donnie Brasco,False
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),"Brian Helgeland, Curtis Hanson",L.A. Confidential,True
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),Atom Egoyan,The Sweet Hereafter,False
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),"Hilary Henkin, David Mamet",Wag the Dog,False
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),Hossein Amini,The Wings of the Dove,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Mark Andrus, James L. Brooks;  Story by Mark Andrus",As Good as It Gets,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),Paul Thomas Anderson,Boogie Nights,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Deconstructing Harry,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),Simon Beaufoy,The Full Monty,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),"Ben Affleck, Matt Damon",Good Will Hunting,True
1997,1998,70,HONORARY AWARD, Stanley Donen in appreciation of a body of work marked by grace,,True
1998,1999,71,ACTOR IN A LEADING ROLE,Roberto Benigni,Life Is Beautiful,True
1998,1999,71,ACTOR IN A LEADING ROLE,Tom Hanks,Saving Private Ryan,False
1998,1999,71,ACTOR IN A LEADING ROLE,Ian McKellen,Gods and Monsters,False
1998,1999,71,ACTOR IN A LEADING ROLE,Nick Nolte,Affliction,False
1998,1999,71,ACTOR IN A LEADING ROLE,Edward Norton,American History X,False
1998,1999,71,ACTOR IN A SUPPORTING ROLE,James Coburn,Affliction,True
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Robert Duvall,A Civil Action,False
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Truman Show,False
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,Shakespeare in Love,False
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Billy Bob Thornton,A Simple Plan,False
1998,1999,71,ACTRESS IN A LEADING ROLE,Cate Blanchett,Elizabeth,False
1998,1999,71,ACTRESS IN A LEADING ROLE,Fernanda Montenegro,Central Station,False
1998,1999,71,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,Shakespeare in Love,True
1998,1999,71,ACTRESS IN A LEADING ROLE,Meryl Streep,One True Thing,False
1998,1999,71,ACTRESS IN A LEADING ROLE,Emily Watson,Hilary and Jackie,False
1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Primary Colors,False
1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Brenda Blethyn,Little Voice,False
1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Shakespeare in Love,True
1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Rachel Griffiths,Hilary and Jackie,False
1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Lynn Redgrave,Gods and Monsters,False
1998,1999,71,ART DIRECTION,Art Direction:  John Myhre;  Set Decoration:  Peter Howitt,Elizabeth,False
1998,1999,71,ART DIRECTION,Art Direction:  Jeannine Oppewall;  Set Decoration:  Jay Hart,Pleasantville,False
1998,1999,71,ART DIRECTION,Art Direction:  Tom Sanders;  Set Decoration:  Lisa Dean Kavanaugh,Saving Private Ryan,False
1998,1999,71,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Shakespeare in Love,True
1998,1999,71,ART DIRECTION,Art Direction:  Eugenio Zanetti;  Set Decoration:  Cindy Carr,What Dreams May Come,False
1998,1999,71,CINEMATOGRAPHY,Conrad L. Hall,A Civil Action,False
1998,1999,71,CINEMATOGRAPHY,Remi Adefarasin,Elizabeth,False
1998,1999,71,CINEMATOGRAPHY,Janusz Kaminski,Saving Private Ryan,True
1998,1999,71,CINEMATOGRAPHY,Richard Greatrex,Shakespeare in Love,False
1998,1999,71,CINEMATOGRAPHY,John Toll,The Thin Red Line,False
1998,1999,71,COSTUME DESIGN,Colleen Atwood,Beloved,False
1998,1999,71,COSTUME DESIGN,Alexandra Byrne,Elizabeth,False
1998,1999,71,COSTUME DESIGN,Judianna Makovsky,Pleasantville,False
1998,1999,71,COSTUME DESIGN,Sandy Powell,Shakespeare in Love,True
1998,1999,71,COSTUME DESIGN,Sandy Powell,Velvet Goldmine,False
1998,1999,71,DIRECTING,Roberto Benigni,Life Is Beautiful,False
1998,1999,71,DIRECTING,Steven Spielberg,Saving Private Ryan,True
1998,1999,71,DIRECTING,John Madden,Shakespeare in Love,False
1998,1999,71,DIRECTING,Terrence Malick,The Thin Red Line,False
1998,1999,71,DIRECTING,Peter Weir,The Truman Show,False
1998,1999,71,DOCUMENTARY (Feature),"Matthew Diamond, Jerry Kupfer",Dancemaker,False
1998,1999,71,DOCUMENTARY (Feature),"Jonathan Stack, Liz Garbus","The Farm: Angola, U.S.A.",False
1998,1999,71,DOCUMENTARY (Feature),"James Moll, Ken Lipper",The Last Days,True
1998,1999,71,DOCUMENTARY (Feature),Robert B. Weide,Lenny Bruce: Swear to Tell the Truth,False
1998,1999,71,DOCUMENTARY (Feature),"Barbara Sonneborn, Janet Cole",Regret to Inform,False
1998,1999,71,DOCUMENTARY (Short Subject),Keiko Ibi,The Personals: Improvisations on Romance in the Golden Years,True
1998,1999,71,DOCUMENTARY (Short Subject),Charles Guggenheim,A Place in the Land,False
1998,1999,71,DOCUMENTARY (Short Subject),"Shui-Bo Wang, Donald McWilliams",Sunrise over Tiananmen Square,False
1998,1999,71,FILM EDITING,Simona Paggi,Life Is Beautiful,False
1998,1999,71,FILM EDITING,Anne V. Coates,Out of Sight,False
1998,1999,71,FILM EDITING,Michael Kahn,Saving Private Ryan,True
1998,1999,71,FILM EDITING,David Gamble,Shakespeare in Love,False
1998,1999,71,FILM EDITING,"Billy Weber, Leslie Jones, Saar Klein",The Thin Red Line,False
1998,1999,71,FOREIGN LANGUAGE FILM,Brazil,Central Station,False
1998,1999,71,FOREIGN LANGUAGE FILM,Iran,Children of Heaven,False
1998,1999,71,FOREIGN LANGUAGE FILM,Spain,The Grandfather,False
1998,1999,71,FOREIGN LANGUAGE FILM,Italy,Life Is Beautiful,True
1998,1999,71,FOREIGN LANGUAGE FILM,Argentina,Tango,False
1998,1999,71,MAKEUP,Jenny Shircore,Elizabeth,True
1998,1999,71,MAKEUP,"Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke",Saving Private Ryan,False
1998,1999,71,MAKEUP,"Lisa Westcott, Veronica Brebner",Shakespeare in Love,False
1998,1999,71,MUSIC (Original Dramatic Score),David Hirschfelder,Elizabeth,False
1998,1999,71,MUSIC (Original Dramatic Score),Nicola Piovani,Life Is Beautiful,True
1998,1999,71,MUSIC (Original Dramatic Score),Randy Newman,Pleasantville,False
1998,1999,71,MUSIC (Original Dramatic Score),John Williams,Saving Private Ryan,False
1998,1999,71,MUSIC (Original Dramatic Score),Hans Zimmer,The Thin Red Line,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Randy Newman,A Bug's Life,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,Mulan,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Marc Shaiman,Patch Adams,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer,The Prince of Egypt,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Stephen Warbeck,Shakespeare in Love,True
1998,1999,71,MUSIC (Original Song),Music and Lyric by Diane Warren,Armageddon,False
1998,1999,71,MUSIC (Original Song),"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa",Quest for Camelot,False
1998,1999,71,MUSIC (Original Song),Music and Lyric by Allison Moorer and Gwil Owen,The Horse Whisperer,False
1998,1999,71,MUSIC (Original Song),Music and Lyric by Randy Newman,Babe: Pig in the City,False
1998,1999,71,MUSIC (Original Song),Music and Lyric by Stephen Schwartz,The Prince of Egypt,True
1998,1999,71,BEST PICTURE,"Alison Owen, Eric Fellner and Tim Bevan, Producers",Elizabeth,False
1998,1999,71,BEST PICTURE,"Elda Ferri and Gianluigi Braschi, Producers",Life Is Beautiful,False
1998,1999,71,BEST PICTURE,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers",Saving Private Ryan,False
1998,1999,71,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",Shakespeare in Love,True
1998,1999,71,BEST PICTURE,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers",The Thin Red Line,False
1998,1999,71,SHORT FILM (Animated),Chris Wedge,Bunny,True
1998,1999,71,SHORT FILM (Animated),"Christopher Grace, Jonathan Myerson",The Canterbury Tales,False
1998,1999,71,SHORT FILM (Animated),Mark Baker,Jolly Roger,False
1998,1999,71,SHORT FILM (Animated),"Mark Osborne, Steve Kalafer",More,False
1998,1999,71,SHORT FILM (Animated),"Karsten Kiilerich, Stefan Fjeldmark",When Life Departs,False
1998,1999,71,SHORT FILM (Live Action),"Will Speck, Josh Gordon",Culture,False
1998,1999,71,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",Election Night (Valgaften),True
1998,1999,71,SHORT FILM (Live Action),"Alexander Jovy, JJ Keith",Holiday Romance,False
1998,1999,71,SHORT FILM (Live Action),Vivian Goffette,La Carte Postale (The Postcard),False
1998,1999,71,SHORT FILM (Live Action),"Simon Sandquist, Joel Bergvall",Victor,False
1998,1999,71,SOUND,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",Armageddon,False
1998,1999,71,SOUND,"Kevin O'Connell, Greg P. Russell, Pud Cusack",The Mask of Zorro,False
1998,1999,71,SOUND,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",Saving Private Ryan,True
1998,1999,71,SOUND,"Robin O'Donoghue, Dominic Lester, Peter Glossop",Shakespeare in Love,False
1998,1999,71,SOUND,"Andy Nelson, Anna Behlmer, Paul Brincat",The Thin Red Line,False
1998,1999,71,SOUND EFFECTS EDITING,George Watters II,Armageddon,False
1998,1999,71,SOUND EFFECTS EDITING,David McMoyler,The Mask of Zorro,False
1998,1999,71,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",Saving Private Ryan,True
1998,1999,71,VISUAL EFFECTS,"Richard R. Hoover, Pat McClung, John Frazier",Armageddon,False
1998,1999,71,VISUAL EFFECTS,"Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell",Mighty Joe Young,False
1998,1999,71,VISUAL EFFECTS,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",What Dreams May Come,True
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Bill Condon,Gods and Monsters,True
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott Frank,Out of Sight,False
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Elaine May,Primary Colors,False
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott B. Smith,A Simple Plan,False
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Terrence Malick,The Thin Red Line,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Warren Beatty, Jeremy Pikser;  Story by Warren Beatty",Bulworth,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Vincenzo Cerami, Roberto Benigni",Life Is Beautiful,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Robert Rodat,Saving Private Ryan,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Marc Norman, Tom Stoppard",Shakespeare in Love,True
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Andrew Niccol,The Truman Show,False
1998,1999,71,HONORARY AWARD, Elia Kazan in recognition of his indelible contributions to the art of motion picture direction.,,True
1998,1999,71,IRVING G. THALBERG MEMORIAL AWARD,Norman Jewison,,True
1999,2000,72,ACTOR IN A LEADING ROLE,Russell Crowe,The Insider,False
1999,2000,72,ACTOR IN A LEADING ROLE,Richard Farnsworth,The Straight Story,False
1999,2000,72,ACTOR IN A LEADING ROLE,Sean Penn,Sweet and Lowdown,False
1999,2000,72,ACTOR IN A LEADING ROLE,Kevin Spacey,American Beauty,True
1999,2000,72,ACTOR IN A LEADING ROLE,Denzel Washington,The Hurricane,False
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Caine,The Cider House Rules,True
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Magnolia,False
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Clarke Duncan,The Green Mile,False
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Jude Law,The Talented Mr. Ripley,False
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Haley Joel Osment,The Sixth Sense,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Annette Bening,American Beauty,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Janet McTeer,Tumbleweeds,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Julianne Moore,The End of the Affair,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Meryl Streep,Music of the Heart,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Hilary Swank,Boys Don't Cry,True
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Toni Collette,The Sixth Sense,False
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Angelina Jolie,"Girl, Interrupted",True
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Being John Malkovich,False
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Samantha Morton,Sweet and Lowdown,False
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Chloë Sevigny,Boys Don't Cry,False
1999,2000,72,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,Anna and the King,False
1999,2000,72,ART DIRECTION,Art Direction:  David Gropman;  Set Decoration:  Beth Rubino,The Cider House Rules,False
1999,2000,72,ART DIRECTION,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,Sleepy Hollow,True
1999,2000,72,ART DIRECTION,Art Direction:  Roy Walker;  Set Decoration:  Bruno Cesari,The Talented Mr. Ripley,False
1999,2000,72,ART DIRECTION,"Art Direction:  Eve Stewart;  Set Decoration:  Eve Stewart, John Bush",Topsy-Turvy,False
1999,2000,72,CINEMATOGRAPHY,Conrad L. Hall,American Beauty,True
1999,2000,72,CINEMATOGRAPHY,Roger Pratt,The End of the Affair,False
1999,2000,72,CINEMATOGRAPHY,Dante Spinotti,The Insider,False
1999,2000,72,CINEMATOGRAPHY,Emmanuel Lubezki,Sleepy Hollow,False
1999,2000,72,CINEMATOGRAPHY,Robert Richardson,Snow Falling on Cedars,False
1999,2000,72,COSTUME DESIGN,Jenny Beavan,Anna and the King,False
1999,2000,72,COSTUME DESIGN,Colleen Atwood,Sleepy Hollow,False
1999,2000,72,COSTUME DESIGN,"Ann Roth, Gary Jones",The Talented Mr. Ripley,False
1999,2000,72,COSTUME DESIGN,Milena Canonero,Titus,False
1999,2000,72,COSTUME DESIGN,Lindy Hemming,Topsy-Turvy,True
1999,2000,72,DIRECTING,Sam Mendes,American Beauty,True
1999,2000,72,DIRECTING,Spike Jonze,Being John Malkovich,False
1999,2000,72,DIRECTING,Lasse Hallström,The Cider House Rules,False
1999,2000,72,DIRECTING,Michael Mann,The Insider,False
1999,2000,72,DIRECTING,M. Night Shyamalan,The Sixth Sense,False
1999,2000,72,DOCUMENTARY (Feature),"Wim Wenders, Ulrich Felsberg",Buena Vista Social Club,False
1999,2000,72,DOCUMENTARY (Feature),"Roko Belic, Adrian Belic",Genghis Blues,False
1999,2000,72,DOCUMENTARY (Feature),"Nanette Burstein, Brett Morgen",On the Ropes,False
1999,2000,72,DOCUMENTARY (Feature),"Arthur Cohn, Kevin Macdonald",One Day in September,True
1999,2000,72,DOCUMENTARY (Feature),"Paola di Florio, Lilibet Foster",Speaking in Strings,False
1999,2000,72,DOCUMENTARY (Short Subject),Bert Van Bork,Eyewitness,False
1999,2000,72,DOCUMENTARY (Short Subject),"Susan Hannah Hadary, William A. Whiteford",King Gimp,True
1999,2000,72,DOCUMENTARY (Short Subject),"Simeon Soffer, Jonathan Stack",The Wildest Show in the South: The Angola Prison Rodeo,False
1999,2000,72,FILM EDITING,"Tariq Anwar, Christopher Greenbury",American Beauty,False
1999,2000,72,FILM EDITING,Lisa Zeno Churgin,The Cider House Rules,False
1999,2000,72,FILM EDITING,"William Goldenberg, Paul Rubell, David Rosenbloom",The Insider,False
1999,2000,72,FILM EDITING,Zach Staenberg,The Matrix,True
1999,2000,72,FILM EDITING,Andrew Mondshein,The Sixth Sense,False
1999,2000,72,FOREIGN LANGUAGE FILM,Spain,All about My Mother,True
1999,2000,72,FOREIGN LANGUAGE FILM,Nepal,Caravan,False
1999,2000,72,FOREIGN LANGUAGE FILM,France,East-West,False
1999,2000,72,FOREIGN LANGUAGE FILM,United Kingdom,Solomon and Gaenor,False
1999,2000,72,FOREIGN LANGUAGE FILM,Sweden,Under the Sun,False
1999,2000,72,MAKEUP,"Michèle Burke, Mike Smithson",Austin Powers: The Spy Who Shagged Me,False
1999,2000,72,MAKEUP,Greg Cannom,Bicentennial Man,False
1999,2000,72,MAKEUP,Rick Baker,Life,False
1999,2000,72,MAKEUP,"Christine Blundell, Trefor Proud",Topsy-Turvy,True
1999,2000,72,MUSIC (Original Score),Thomas Newman,American Beauty,False
1999,2000,72,MUSIC (Original Score),John Williams,Angela's Ashes,False
1999,2000,72,MUSIC (Original Score),Rachel Portman,The Cider House Rules,False
1999,2000,72,MUSIC (Original Score),John Corigliano,The Red Violin,True
1999,2000,72,MUSIC (Original Score),Gabriel Yared,The Talented Mr. Ripley,False
1999,2000,72,MUSIC (Original Song),Music and Lyric by Trey Parker and Marc Shaiman,"South Park: Bigger, Longer & Uncut",False
